name,abn,total_income,taxable_income,tax_payable,income_year,postcode
FLINDERS PORT HOLDINGS PTY LTD,46117687313,244956576,25586947.0,7676084.0,2021-22,5015
FLORA GREEN PTY LTD,47608829214,6478515534,127685454.0,30708824.0,2021-22,4303
FLSMIDTH PTY LTD,85000221590,500673471,38181291.0,11409767.0,2021-22,4008
FLUENCE ENERGY PTY LTD,18627071461,164442540,,,2021-22,3000
FLUIDRA HOLDINGS AUSTRALIA PTY LTD,11128458104,200209097,19837948.0,5951384.0,2021-22,2164
FLUOR AUSTRALIA PTY LTD,28004511942,666676706,356536.0,39945.0,2021-22,6000
FMC AUSTRALASIA PTY LTD,45095326891,205439665,13016345.0,,2021-22,2113
FNZ HOLDINGS AUSTRALIA PTY LIMITED,73138819146,107428442,,,2021-22,2000
FOCHEONG PTY LTD,37639103718,755269235,1073982714.0,766243.0,2021-22,4000
FOOD INVESTMENTS PTY LIMITED,85008426177,2390476222,79817719.0,18917084.0,2021-22,2113
FOOT LOCKER AUSTRALIA INC,22619093977,343137226,31436262.0,9430879.0,2021-22,4172
FORD MOTOR COMPANY OF AUSTRALIA PTY LTD,30004116223,3818519020,,,2021-22,3121
FOREST ONE GROUP PTY LTD,42004560605,314571075,37963988.0,11389196.0,2021-22,3207
FORM 700 HOLDINGS PTY LTD,42102996378,254304490,,,2021-22,3000
FORMBAY TRADING PTY LTD,31146464995,294795234,675611.0,202683.0,2021-22,2000
FORTESCUE METALS GROUP LIMITED,57002594872,21610894275,11925748351.0,3508539362.0,2021-22,6004
FOX & LILLIE HOLDINGS PTY. LTD.,57004604844,485545778,4769213.0,1430764.0,2021-22,3205
FOXLEIGH COAL PTY LTD,24125986549,129158169,,,2021-22,4000
FQM AUSTRALIA HOLDINGS PTY LTD,77136613075,411750030,,,2021-22,6005
FRAGRANCE SOUTH PACIFIC PTY LTD,98167894662,305113880,56651427.0,16995428.0,2021-22,3008
FRANKLIN TEMPLETON (AUSTRALIA) HOLDINGS PTY LTD,66118222343,284555528,47206725.0,14162018.0,2021-22,3000
FRASERS PROPERTY AUSTRALIA PTY LIMITED,89600448726,1240173986,21446550.0,6433965.0,2021-22,2138
FREEDMAN ELECTRONICS PTY LIMITED,91000576483,331204383,65676302.0,13293120.0,2021-22,2128
FREEDOM ENERGY HOLDINGS PTY LTD,24093243844,1569821458,9672527.0,2901758.0,2021-22,4009
FREIGHT MANAGEMENT HOLDINGS PTY LTD,14144724532,526064412,40264727.0,10934479.0,2021-22,3189
FREQUENCY INFRASTRUCTURE AUSTRALIA HOLDINGS PTY LIMITED,27136262952,420557186,845325.0,,2021-22,3000
FRESENIUS KABI AUSTRALIA PTY LIMITED,39109383593,132833124,9755022.0,2926507.0,2021-22,2080
FRESENIUS MEDICAL CARE AUSTRALIA PTY LIMITED,80067557877,193794611,13477442.0,2909399.0,2021-22,2113
FRESENIUS MEDICAL CARE DAY HOSPITAL HOLDINGS PTY LTD,82615724000,225441072,30016122.0,9004837.0,2021-22,4000
FRESHMAX GROUP PTY LIMITED,33154789321,224880186,,,2021-22,2567
FREUDENBERG HOME AND CLEANING SOLUTIONS PTY LTD,99082274324,112069546,5789938.0,1736981.0,2021-22,3047
FRIENDLY SOCIETY MEDICAL ASSOCIATION LIMITED,69088347602,295234954,,,2021-22,5000
FRONIUS AUSTRALIA PTY LTD,65144615896,140854549,10156826.0,3047048.0,2021-22,3043
FRUCOR SUNTORY AUSTRALIA PTY LIMITED,73060091536,316414999,13371957.0,4011587.0,2021-22,2137
FSS AGRICULTURE 1 PTY LIMITED,33628220913,294686578,,,2021-22,2000
FSS BAC AIRPORTS 1 PTY LIMITED,54609406322,813266777,,,2021-22,2000
FTA FOOD SOLUTIONS PTY LTD,82059480054,345069547,6968726.0,2090618.0,2021-22,3018
FUCHS LUBRICANTS (AUSTRALASIA) PTY LTD,88005681916,307314247,12547005.0,3764102.0,2021-22,3020
FUEL DISTRIBUTORS OF WESTERN AUSTRALIA PTY LTD,11087051778,244805448,,,2021-22,6167
FUEL TRANS AUSTRALIA PTY LTD,54128300309,262189303,,,2021-22,6163
FUGRO HOLDINGS (AUSTRALIA) PTY LTD,99003010099,191140600,,,2021-22,6005
FUJIFILM BUSINESS INNOVATION AUSTRALIA PTY LTD,63000341819,800908860,43015042.0,12337467.0,2021-22,2113
FUJIFILM HOLDINGS AUSTRALASIA PTY LIMITED,58008443892,213215143,9429071.0,2828721.0,2021-22,2100
FUJITSU AUSTRALIA LIMITED,19001011427,859553091,85438989.0,24336503.0,2021-22,2000
FUJITSU GENERAL (AUST) PTY LIMITED,55001229554,208478076,8423236.0,2526971.0,2021-22,2766
FULTON HOGAN AUSTRALIA PTY LTD,42135849115,2774246863,147642249.0,43799818.0,2021-22,3121
FUTURE FUND INVESTMENT COMPANY NO.1 PTY LTD,81130318188,385743061,271884052.0,79875102.0,2021-22,3000
FUTURE FUND INVESTMENT COMPANY NO.2 PTY LTD,90130788493,2019064223,540629109.0,144839108.0,2021-22,3000
FUTURE FUND INVESTMENT COMPANY NO.3 PTY LTD,40134338882,1370003471,596941765.0,144710390.0,2021-22,3000
FUTURE FUND INVESTMENT COMPANY NO.4 PTY LTD,47134338908,2640907101,1681237606.0,504371282.0,2021-22,3000
FUTURE FUND INVESTMENT COMPANY NO.5 PTY LTD,51134338926,3691933505,94680448.0,19099162.0,2021-22,3000
FUTURE GENERATION INVESTMENT COMPANY LIMITED,97063935553,119229802,44406160.0,10343021.0,2021-22,2000
G & K O'CONNOR PTY LTD,49005934029,262603360,38920551.0,11676165.0,2021-22,3810
G J & K CLEANING SERVICES PTY LIMITED,64006418908,235008738,45806392.0,13338718.0,2021-22,3066
G JAMES PTY LTD,25009696404,437300833,,,2021-22,4009
G&W AUSTRALIA HOLDINGS LP,30124868215,497958550,29324135.0,8797240.0,2021-22,4006
G.P. & M.M. THURLOW PTY LTD,25064311879,282894451,9978278.0,2494570.0,2021-22,7248
G.U.D. HOLDINGS LIMITED,99004400891,717380000,106362212.0,29015047.0,2021-22,3025
G4S AUSTRALIA HOLDINGS PTY LTD,68128783602,281772874,12614940.0,3784482.0,2021-22,3004
G8 EDUCATION LIMITED,95123828553,937664175,53192639.0,15957792.0,2021-22,4227
GAIF 4-1 BORROWER COMPANY PTY LIMITED,55134604176,212554046,,,2021-22,2018
GAIF BOND ISSUER PTY LIMITED,53149276540,209844800,,,2021-22,2018
GALAXY RESOURCES LIMITED,11071976442,180830623,,,2021-22,6153
GALDERMA AUSTRALIA PTY LIMITED,12003976930,203238865,28171936.0,8451581.0,2021-22,2060
GALE PACIFIC LIMITED,80082263778,102120710,10868119.0,2768897.0,2021-22,3195
GALLAGHER AUSTRALIA INVESTMENT PTY LTD,79127141306,119542816,1438878.0,,2021-22,3061
GAMUDA BERHAD,27632738768,102797276,,,2021-22,2060
GARMIN AUSTRALASIA PTY LIMITED,85129153448,286997004,6492852.0,1947856.0,2021-22,2765
GARNET INTERNATIONAL RESOURCES PTY LTD,77081244715,144408150,50315366.0,15094610.0,2021-22,6000
GARTNER AUSTRALASIA PTY LIMITED,69003708601,204572461,3932728.0,1179818.0,2021-22,3000
GASCOYNE RESOURCES LIMITED,57139522900,186899923,,,2021-22,6005
GASMAK PTY LIMITED,71157730580,332223954,19120228.0,5736068.0,2021-22,3156
GBX TRADING FZE,32406282107,419978039,96938.0,29081.0,2021-22,3121
GE HEALTHCARE AUSTRALIA PTY LIMITED,32001408402,117411486,2845627.0,853688.0,2021-22,2150
GE POWER HOLDINGS AUSTRALIA PTY LTD,18143300985,542905095,,,2021-22,3000
GEA PROCESS ENGINEERING PTY LTD,26000689618,114485244,6411787.0,1923536.0,2021-22,3045
GECKO HOLDINGS AUSTRALIA PTY LTD,17614067775,109090928,,,2021-22,3169
GENERAL ELECTRIC INTERNATIONAL INC,85002420751,585872497,50359773.0,15107932.0,2021-22,3000
GENERAL MILLS HOLDING (AUSTRALIA) PTY LTD,50095075808,318151782,19661711.0,2942543.0,2021-22,3149
GENERAL MOTORS HOLDINGS AUSTRALIA PTY LTD,39603486844,503045000,,,2021-22,3207
GENERAL REINSURANCE AUSTRALIA LIMITED,16008427450,349477424,29413138.0,8765918.0,2021-22,2000
GENERATION LIFE LIMITED,68092843902,107402978,61287774.0,6421775.0,2021-22,3000
GENESIS CARE PTY LIMITED,38137188464,596049751,13739242.0,1135808.0,2021-22,2015
GENPACT AUSTRALIA PTY LTD,15616571423,199218137,22252551.0,6675765.0,2021-22,2000
GENUSPLUS GROUP LIMITED,86620283561,454355706,,,2021-22,6104
GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,72154890730,589598591,233085551.0,68442162.0,2021-22,2060
GEOCON CONSTRUCTORS (ACT) PTY LTD,56163299769,219119383,1640526.0,492158.0,2021-22,2612
GEOCON LAND HOLDINGS GROUP PTY LTD,27601912949,345045491,8959605.0,2687882.0,2021-22,2612
GEODIS HOLDING AUSTRALIA PTY LTD,76001193193,557498079,8030069.0,2409021.0,2021-22,2036
GEOFABRICS AUSTRALASIA PTY LTD,23005479961,207942096,22228630.0,5940821.0,2021-22,3195
GEORGIOU GROUP PTY LTD,82073851948,720001878,17504105.0,5251232.0,2021-22,6017
GERALDTON FISHERMEN'S CO-OPERATIVE LTD,52425663385,248647646,,,2021-22,6530
GERALDTON FUEL CO PTY LTD,29002844162,265323471,9117811.0,2735343.0,2021-22,6530
GERARD PRIVATE HOLDINGS (NO 2) PTY LTD,24103888491,213825431,,,2021-22,5067
GHD GROUP LIMITED,32118062258,1225237183,91841165.0,25683997.0,2021-22,2000
GIANT BICYCLE COMPANY PTY LTD,35006904730,126137396,13806937.0,4142081.0,2021-22,3170
GIBSON'S LIMITED,23009476064,282261692,16535649.0,3913238.0,2021-22,7170
GILEAD SCIENCES PTY LTD,71072611708,332740117,20731593.0,3406324.0,2021-22,3000
GIPA GUERNSEY CO 1 LIMITED,20848114195,122994653,,,2021-22,2000
GIPA GUERNSEY CO 3 LIMITED,47917406620,106987365,,,2021-22,2000
GIVAUDAN AUSTRALIA PTY LIMITED,87000470280,157496940,4691770.0,1407531.0,2021-22,2164
GLASSHOUSE GROUP HOLDINGS PTY LTD,37655131561,301582494,1320078.0,,2021-22,2140
GLASSONS AUSTRALIA LIMITED,15074774637,145606581,25177139.0,7553142.0,2021-22,3042
GLAXOSMITHKLINE CONSUMER HEALTHCARE AUSTRALIA PTY LTD,68603310292,523638572,30310842.0,8354142.0,2021-22,3155
GLAXOSMITHKLINE HOLDINGS PTY LTD,75000465878,859956534,77516611.0,23254983.0,2021-22,3067
GLENCORE HOLDINGS PTY LIMITED,41104160689,5548782288,6954991323.0,,2021-22,2000
GLENCORE INVESTMENT PTY LIMITED,67076513034,21754942086,5167218064.0,1312455890.0,2021-22,2000
GLOBAL DIVERSIFIED INFRASTRUCTURE FUND (ACTIVE),73751308908,363613230,,,2021-22,2000
GLOBAL FOOD & WINE HOLDINGS PTY LTD,83128888602,211832298,,,2021-22,4211
GLOBAL KNIGHTS PTY LTD,13650030872,2555901428,5899001.0,1769700.0,2021-22,6401
GLOBAL SWITCH AUSTRALIA HOLDINGS PTY LTD,35138200049,224636968,13652066.0,4095620.0,2021-22,2007
GLOBAL VALUE FUND LIMITED,90168653521,450813438,29833907.0,7927359.0,2021-22,3000
GLOBE INTERNATIONAL LIMITED,65007066033,137279414,23215642.0,6696439.0,2021-22,3207
GLYNWED PACIFIC HOLDINGS PTY LTD,50008100703,561559571,28927057.0,8678117.0,2021-22,5037
GMP PHARMACEUTICALS PTY LIMITED,80063353006,241164984,6651037.0,,2021-22,2145
GN AUDIO AUSTRALIA PTY LTD,21062245050,100726466,6998489.0,2099547.0,2021-22,2060
GOLD BULLION AUSTRALIA HOLDINGS PTY LTD,51606574618,238661968,5489913.0,1646974.0,2021-22,4220
GOLD FIELDS AUSTRALIA PTY LTD,91098385285,2464253984,748613621.0,223129085.0,2021-22,6000
GOLD ROAD RESOURCES LIMITED,13109289527,284628099,20365379.0,5694303.0,2021-22,6005
GOLDEN COCKEREL PTY LTD,84009906432,306958700,,,2021-22,4165
"GOLDEN GROVE, LP",68938347066,203497911,21880289.0,6564087.0,2021-22,6005
GOLDMAN SACHS HOLDINGS ANZ PTY LIMITED,27151154791,2085340315,288906485.0,86664686.0,2021-22,3000
GOOD FOOD PARTNERS HOLDCO PTY LIMITED,47646575662,125203997,,,2021-22,3179
GOODMAN LIMITED,69000123071,686913969,65574505.0,19672352.0,2021-22,2018
GOODYEAR AUSTRALIA PTY LTD,75000017489,753130840,,,2021-22,2151
GOOGLE AUSTRALIA PTY LIMITED,33102417032,1789056238,325873549.0,83263425.0,2021-22,2009
GOOGLE CLOUD AUSTRALIA PTY LTD,68610798466,102951870,22419389.0,6725817.0,2021-22,2000
GOVE ALUMINIUM FINANCE LTD,45001860073,708348057,34349923.0,9519607.0,2021-22,2113
GPC ASIA PACIFIC HOLDINGS PTY LTD,80162550978,2449720518,145357469.0,42572806.0,2021-22,3178
GPI MANAGEMENT SERVICES PTY LTD,59082075705,228671857,186442.0,55933.0,2021-22,2230
GPT MANAGEMENT HOLDINGS LIMITED,67113510188,238144132,36735127.0,10459195.0,2021-22,2000
GR ENGINEERING SERVICES LIMITED,12121542738,642406714,54256153.0,16236044.0,2021-22,6104
GRACE WORLDWIDE (AUSTRALIA) PTY LTD,90070345845,271326276,33959133.0,10177513.0,2021-22,2147
GRAINCORP LIMITED,60057186035,8153694197,541328387.0,161544876.0,2021-22,2000
GRANGE RESOURCES LIMITED,80009132405,818285407,415764348.0,124083736.0,2021-22,7320
GRANGEHURST ENTERPRISES PTY LIMITED,18091454527,108628008,10254940.0,3076295.0,2021-22,2113
GRANSOLAR CONSTRUCTION AUSTRALIA PTY LTD,71640607209,213663555,19350721.0,5789201.0,2021-22,4000
GRANT BROADCASTERS PTY LIMITED,65000667470,226489474,112251317.0,32268506.0,2021-22,2065
GRANT THORNTON AUSTRALIA LIMITED,41127556389,293457137,71225628.0,21367688.0,2021-22,3008
GRAPHIC PACKAGING INTERNATIONAL AUSTRALIA PTY LTD,22057776888,162735660,,,2021-22,3125
GREATER BANK LIMITED,88087651956,214958333,23628244.0,7088473.0,2021-22,2303
GREENLAND (AUSTRALIA) INVESTMENT PTY LIMITED,38163240408,779427763,,,2021-22,2000
GREENLIT BRANDS PTY LIMITED,21612890874,1049781309,6103197.0,1782696.0,2021-22,2113
GREENSTONE HOLDCO PTY LIMITED,38612810232,845738991,,,2021-22,2153
GRESHAM PARTNERS LIMITED,61003248922,144250998,76052491.0,22615374.0,2021-22,2000
GRIFFON AUSTRALIA HOLDINGS PTY LTD,35156377356,333770535,53022592.0,15906778.0,2021-22,3108
GRILL'D PTY LTD,17106297394,306907118,5934114.0,1780234.0,2021-22,3121
GRINDING MEDIA PTY LTD,47615611759,420416672,36816593.0,,2021-22,2000
GROCERY DELIVERY E-SERVICES AUSTRALIA PTY LTD,19155437620,813412284,75137168.0,21150224.0,2021-22,2008
GROOTE EYLANDT MINING COMPANY PTY LTD,26004618491,1730253918,737184337.0,221155301.0,2021-22,6000
GROSNECCA AGRICULTURE HOLDINGSPTY LTD,70607142870,511786691,15607751.0,2919575.0,2021-22,2138
GROSVENOR ENGINEERING GROUP PTY LTD,12003608795,214184028,6360012.0,,2021-22,2170
GROUP ZARA AUSTRALA PTY LTD,64089376349,310217661,15269132.0,4580740.0,2021-22,2000
GROWTHPOINT FINANCE PTY LTD,11633419842,103703883,,,2021-22,3000
GRUMA OCEANIA PTY LTD,35117976002,206014781,20068831.0,6020649.0,2021-22,3076
GRUNDFOS AUSTRALIA HOLDING PTY LTD,31162450259,152937956,15987362.0,4796209.0,2021-22,5010
GS COAL HOLDINGS PTY LTD,56166342427,1032693951,250580199.0,74955640.0,2021-22,4721
GUARDIAN ALPHABET HOLDCO PTY LTD,54628455103,225368056,,,2021-22,3004
GUCCI AUSTRALIA PTY LIMITED,49093354548,306250269,17431606.0,5226698.0,2021-22,2000
GUILD GROUP HOLDINGS LIMITED,72060237774,282640232,47483739.0,13933036.0,2021-22,3000
GUMTREE AU PTY LTD,33616996840,111264391,4190625.0,1257187.0,2021-22,2000
GUZMAN Y GOMEZ (HOLDINGS) LIMITED,25125554743,214375205,,,2021-22,2010
GWA GROUP LIMITED,15055964380,343414432,53451292.0,15114905.0,2021-22,4008
GWR GROUP LIMITED,54102622051,130269772,,,2021-22,6005
H & M HENNES & MAURITZ PTY LTD,83160056548,365237932,9134036.0,2740211.0,2021-22,2000
H&R BLOCK LIMITED,89064268800,118888263,5045794.0,1513738.0,2021-22,3151
H.B. FULLER COMPANY AUSTRALIA PTY LTD,37003638435,102457858,13356550.0,4006965.0,2021-22,3175
H.R.L. MORRISON & CO (AUSTRALIA) PTY LTD,39073922102,190533998,61384837.0,18415451.0,2021-22,2000
HAAS INVESTMENTS PTY LTD,33008642608,106683916,21352346.0,5770423.0,2021-22,7000
HAFELE AUSTRALIA PTY LTD,51006021432,155680725,11969688.0,3590906.0,2021-22,3175
HAGER ELECTRO PTY LTD,84061639576,108129336,15108161.0,4532448.0,2021-22,2116
HALAR INVESTMENTS PTY LTD,96624918949,260541669,,,2021-22,4157
HALLIBURTON CONSOLIDATED PTY LTD,67101049521,312859085,,,2021-22,6000
HAMILTON & MARINO HOLDINGS PTY LTD,72145812228,426259844,17297766.0,5189330.0,2021-22,3067
HANCOCK PROSPECTING PTY LTD,69008676417,7614499704,8154414736.0,1077696278.0,2021-22,6005
HANCOCK QUEENSLAND PLANTATIONS PTY LTD,30142129342,401796000,,,2021-22,4509
HANCOCK VICTORIAN PLANTATIONS AUSTRALIA I PTY LTD,55084800975,104347593,194889.0,58467.0,2021-22,3008
HANCOCK VICTORIAN PLANTATIONS HOLDINGS PTY LIMITED,16084801178,714599080,,,2021-22,3000
HANNOVER LIFE RE OF AUSTRALASIA LTD,37062395484,1874197897,,,2021-22,2000
HANNOVER RUECK SE AUSTRALIAN BRANCH,88002927031,1027027540,,,2021-22,2000
HANSEN YUNCKEN PTY LTD,38063384056,1018211286,,,2021-22,5065
HANSON AUSTRALIA (HOLDINGS) PTY LTD,48090994657,2055839524,218725218.0,53423254.0,2021-22,2000
HARINA COMPANY LIMITED,46615332348,618976727,81986352.0,24595906.0,2021-22,2000
HARLEY-DAVIDSON AUSTRALIA PTY LTD,83098483259,185738081,9456484.0,2797905.0,2021-22,2066
HARVEST ROAD GROUP PTY LTD,31169138014,553176348,,,2021-22,6000
HARVEY NORMAN HOLDINGS LTD,54003237545,1968808662,683945412.0,203225274.0,2021-22,2140
HAS AUST PTY LTD,82002537895,112933314,3671665.0,1101500.0,2021-22,2113
HASTINGS CO-OP LIMITED,86601035121,113859358,,,2021-22,2446
HATCHCOS HOLDINGS PTY LTD,35072620467,306970787,63568410.0,17993383.0,2021-22,4000
HAVAL MOTORS AUSTRALIA PTY LTD,68166119795,539311602,46831548.0,14049464.0,2021-22,3170
HAYS SPECIALIST RECRUITMENT (AUSTRALIA) PTY LTD,47001407281,3000322300,86379001.0,25913700.0,2021-22,2000
HBI HOLDINGS AUSTRALASIA PTY LTD,52612185476,1649661932,115244765.0,31665130.0,2021-22,3101
HCF HOLDCO PTY LIMITED,53653844181,224329049,,,2021-22,3000
HCL AUSTRALIA SERVICES PTY LIMITED,72081196983,625749301,49094863.0,14728459.0,2021-22,2060
HCL TECHNOLOGIES LTD,37541578951,105741309,94924298.0,14442022.0,2021-22,110019
HDI GLOBAL SE AUSTRALIA BRANCH,55490279016,398919009,40956595.0,12286978.0,2021-22,2000
HDI GLOBAL SPECIALTY SE AUSTRALIAN BRANCH,58129395544,522456597,6623052.0,973914.0,2021-22,2000
HEALIUS LIMITED,24064530516,2364711491,365630380.0,109551299.0,2021-22,2000
HEALTHDIRECT AUSTRALIA LTD,28118291044,266809661,,,2021-22,2000
HEARTLAND GROUP PTY LIMITED,96001235392,272123354,16896101.0,4335763.0,2021-22,2148
HEARTS AND MINDS INVESTMENTS LIMITED,61628753220,489185223,24709045.0,6527848.0,2021-22,2000
HEINEMANN AUSTRALIA PTY LTD,36159521338,198053398,,,2021-22,2020
HELLMANN WORLDWIDE LOGISTICS PTY LTD,13003199755,244460986,,,2021-22,2200
HELLOWORLD TRAVEL LIMITED,60091214998,170664286,,,2021-22,3006
HEMMES GROUP PTY LTD,53105332376,364445894,,,2021-22,2000
HEMPEL (WATTYL) AUSTRALIA PTY LTD,40000035914,172420861,1743171.0,518427.0,2021-22,2153
HENDRICKSON ASIA PACIFIC PTY LTD,21004992769,108503078,15264263.0,4457146.0,2021-22,3175
HENKEL FINANCE AUSTRALIA,15740196765,430766059,32376056.0,9709724.0,2021-22,3137
HENLEY PROPERTIES (QLD) PTY LTD,42068886000,267228586,16421641.0,4926492.0,2021-22,3149
HENNING HARDERS HOLDINGS PTY LTD,53617634367,223950226,14280632.0,4284190.0,2021-22,2011
HEP AUSTRALIA HOLDINGS PTY LTD,22129428155,188895436,19902850.0,5723371.0,2021-22,6112
HERITAGE BANK LIMITED,32087652024,312865207,53069233.0,15466957.0,2021-22,4350
HERMES AUSTRALIA PTY LTD,88003558085,297903876,95746081.0,28723824.0,2021-22,2000
HEWLETT-PACKARD SOUTH PACIFIC PTY LTD,94121554489,681206237,42744180.0,12823254.0,2021-22,2000
HEXION PTY LTD,32004271827,157268034,10203385.0,2419136.0,2021-22,3023
HG HOLDCO PTY LTD,20603088606,337870017,4098844.0,1229653.0,2021-22,2000
HICKORY GROUP HOLDINGS LIMITED,11617050914,572176602,4904848.0,1471454.0,2021-22,3006
HIGHBROOK HOLDINGS PTY LTD,32157828058,369271373,4084799.0,1225440.0,2021-22,3003
HIGHLAND AUTOS PTY LTD,13121604297,134279244,7705822.0,2311747.0,2021-22,6005
HILLS LIMITED,35007573417,129897538,,,2021-22,3207
HILLS PET NUTRITION PTY LIMITED,86003954550,144900798,1879632.0,563890.0,2021-22,2000
HILLSIDE (AUSTRALIA NEW MEDIA) PTY LIMITED,75148920665,200452689,,,2021-22,2060
HILTI (AUST.) PTY LIMITED,44007602100,161360142,10120446.0,3036134.0,2021-22,2138
HILTON FOODS AUSTRALIA PTY LTD,60613035500,2291806913,31996500.0,9598950.0,2021-22,3029
HINDMARSH CONSTRUCTION AUSTRALIA PTY LTD,15126578176,346193606,,,2021-22,2612
HINO MOTOR SALES AUSTRALIA PTY LTD,74064989724,530140275,20082411.0,6024723.0,2021-22,2229
HISENSE AUSTRALIA PTY LTD,55105022080,412962400,,,2021-22,3179
HITACHI AUSTRALIA PTY LTD,34075381332,197611215,5392784.0,1617835.0,2021-22,2113
HITACHI CONSTRUCTION MACHINERY (AUSTRALIA) PTY LTD,62000080179,1380038658,210170891.0,60673954.0,2021-22,2150
HITACHI CONSTRUCTION MACHINERY OCEANIA HOLDINGS PTY LTD,94632744275,798927504,122149267.0,11031759.0,2021-22,2150
HITACHI ENERGY AUSTRALIA HOLDINGS PTY LTD,11632805862,268670809,6478671.0,,2021-22,4006
HITACHI RAIL STS AUSTRALIA PTY LTD,34068707380,279545208,44159412.0,13201991.0,2021-22,6103
HLRS HOLDCO PTY LTD,32628433134,124751304,,,2021-22,2000
HMA INTERNATIONAL LTD,91615451502,105912912,15333086.0,4599926.0,2021-22,2261
HOCHTIEF AUSTRALIA HOLDINGS LIMITED,17103181675,250046095,69577836.0,,2021-22,2000
HOLCIM PARTICIPATIONS (AUSTRALIA) PTY LTD,46122401405,1877696034,21071429.0,,2021-22,2067
HOLLARD HOLDINGS AUSTRALIA PTY LTD,30154586802,2191297291,2187268.0,,2021-22,2060
HOLOGIC (AUSTRALIA & NEW ZEALAND) PTY LIMITED,95079821275,196029952,5978609.0,1793583.0,2021-22,2113
HOMECORP CONSTRUCTIONS PTY LTD,27169928205,119549267,2857000.0,857100.0,2021-22,4217
HOMETOWN AUSTRALIA HOLDINGS PTY LTD,35614528746,411003971,7259584.0,2177875.0,2021-22,2000
HONAN HOLDINGS PTY LTD,31000392727,1782697485,181262333.0,54035843.0,2021-22,2111
HONDA AUSTRALIA MOTORCYCLE AND POWER EQUIPMENT PTY LTD,96006662862,379633126,50279579.0,15083874.0,2021-22,3039
HONDA AUSTRALIA PTY LTD,66004759611,597507931,117733685.0,20172172.0,2021-22,3039
HONEYWELL HOLDINGS PTY LTD,18000383764,856341962,143311787.0,39280568.0,2021-22,2113
HOOGWEGT AUSTRALIA PTY LTD,30075457902,297467235,3532823.0,1059847.0,2021-22,3220
HOPE DOWNS MARKETING COMPANY PTY LTD,58115712117,9343194815,,,2021-22,6005
HORIZON ROADS PTY LTD,67152097875,322141887,,,2021-22,3134
HOSPITAL & REHAB HOLDINGS PTY LTD,35134391067,237710275,12976640.0,3892992.0,2021-22,2170
HOUMA HOLDINGS PTY LIMITED,44002590758,279109463,13088586.0,3511318.0,2021-22,2250
HOWE AUTOMOTIVE LTD,43061589188,127886354,34361451.0,7390346.0,2021-22,3074
HP FINANCIAL SERVICES (AUSTRALIA) PTY LTD,86082062413,156363529,1602621.0,480786.0,2021-22,2000
HSBC AUSTRALIA HOLDINGS PTY LIMITED,22006513873,1205847581,318842223.0,95652667.0,2021-22,2000
HT HOLDCO PTY LTD,30645356903,216799367,972856.0,,2021-22,2000
HT&E LIMITED,95008637643,182804213,84457260.0,21168592.0,2021-22,2060
HT1 PTY LTD,83644551100,225918563,,,2021-22,3008
HUAWEI TECHNOLOGIES (AUSTRALIA) PTY LIMITED,49103793380,150344298,,,2021-22,2067
HUB24 LIMITED,87124891685,192524925,43342720.0,8432927.0,2021-22,2000
HUDSON HIGHLAND (APAC) PTY LIMITED,14074319396,338946817,,,2021-22,2000
HUDSON RPO (AUST) PTY LTD,29622996918,145947244,7357573.0,2207272.0,2021-22,2000
HUHTAMAKI HOLDINGS PTY LIMITED,13003519257,148157552,19600414.0,4868954.0,2021-22,2756
HUHTAMAKI TAILORED PACKAGING PTY LTD,98625661216,136563610,7973215.0,2391964.0,2021-22,2153
HUMM GROUP LIMITED,75122574583,367096709,,,2021-22,2000
HUNTER DOUGLAS HOLDINGS LIMITED,47000238451,178071891,17494204.0,5248261.0,2021-22,2116
HUNTER VALLEY ENERGY COAL PTY LTD,39062894464,2258127554,1378007863.0,413402358.0,2021-22,2333
HUSQVARNA AUSTRALIA PTY LIMITED,45115475619,248129316,11157450.0,3347235.0,2021-22,2259
HUTCHEON & PEARCE OPERATIONS PTY LIMITED,68169674033,487825811,39885384.0,11965615.0,2021-22,2650
